-------------------------------------------------------------------------------------------------------------------------------
|Ce. |Material          |Texto breve de material                 |UMB| Libre utilización| Stock en tránsito|         Bloqueado|
|F061|1400003548        |ADI. CONC. ESP.,TOXEMENT,GRANEL,INCORPOR|L  |                0 |                0 |                0 |
|F066|1400003548        |ADI. CONC. ESP.,TOXEMENT,GRANEL,INCORPOR|L  |          154,125 |                0 |                0 |
|F069|1400003548        |ADI. CONC. ESP.,TOXEMENT,GRANEL,INCORPOR|L  |                0 |                0 |                0 |
|F075|1400003548        |ADI. CONC. ESP.,TOXEMENT,GRANEL,INCORPOR|L  |           36,989 |                0 |                0 |
|F080|1400003548        |ADI. CONC. ESP.,TOXEMENT,GRANEL,INCORPOR|L  |                0 |                0 |                0 |
|F086|1400003548        |ADI. CONC. ESP.,TOXEMENT,GRANEL,INCORPOR|L  |                0 |                0 |                0 |
|FA04|1400003548        |ADI. CONC. ESP.,TOXEMENT,GRANEL,INCORPOR|L  |           94,067 |                0 |                0 |
|FA05|1400003548        |ADI. CONC. ESP.,TOXEMENT,GRANEL,INCORPOR|L  |                0 |                0 |                0 |
|FB25|1400003548        |ADI. CONC. ESP.,TOXEMENT,GRANEL,INCORPOR|L  |            6,257 |                0 |                0 |
|FB40|1400003548        |ADI. CONC. ESP.,TOXEMENT,GRANEL,INCORPOR|L  |            0,002 |                0 |                0 |
|FB63|1400003548        |ADI. CONC. ESP.,TOXEMENT,GRANEL,INCORPOR|L  |                0 |                0 |                0 |
|FB80|1400003548        |ADI. CONC. ESP.,TOXEMENT,GRANEL,INCORPOR|L  |            0,123 |                0 |                0 |
|FB84|1400003548        |ADI. CONC. ESP.,TOXEMENT,GRANEL,INCORPOR|L  |                0 |                0 |                0 |
|FB87|1400003548        |ADI. CONC. ESP.,TOXEMENT,GRANEL,INCORPOR|L  |                0 |                0 |                0 |
|FB91|1400003548        |ADI. CONC. ESP.,TOXEMENT,GRANEL,INCORPOR|L  |                0 |                0 |                0 |
|F001|1400005041        |ADI. CONC. ESP., PLASTOL 7000, GRANEL   |L  |                0 |                0 |                0 |
|F003|1400005041        |ADI. CONC. ESP., PLASTOL 7000, GRANEL   |L  |                0 |                0 |                0 |
|F006|1400005041        |ADI. CONC. ESP., PLASTOL 7000, GRANEL   |L  |                0 |                0 |                0 |
|F007|1400005041        |ADI. CONC. ESP., PLASTOL 7000, GRANEL   |L  |                0 |                0 |                0 |
|F009|1400005041        |ADI. CONC. ESP., PLASTOL 7000, GRANEL   |L  |                0 |                0 |                0 |
|F011|1400005041        |ADI. CONC. ESP., PLASTOL 7000, GRANEL   |L  |                0 |                0 |                0 |
|F012|1400005041        |ADI. CONC. ESP., PLASTOL 7000, GRANEL   |L  |                0 |                0 |                0 |
|F014|1400005041        |ADI. CONC. ESP., PLASTOL 7000, GRANEL   |L  |           99,978 |                0 |                0 |
|F015|1400005041        |ADI. CONC. ESP., PLASTOL 7000, GRANEL   |L  |            0,066 |                0 |                0 |
|F020|1400005041        |ADI. CONC. ESP., PLASTOL 7000, GRANEL   |L  |                0 |                0 |                0 |
|F030|1400005041        |ADI. CONC. ESP., PLASTOL 7000, GRANEL   |L  |                0 |                0 |                0 |
|F031|1400005041        |ADI. CONC. ESP., PLASTOL 7000, GRANEL   |L  |                0 |                0 |                0 |
|F044|1400005041        |ADI. CONC. ESP., PLASTOL 7000, GRANEL   |L  |                0 |                0 |                0 |
|F046|1400005041        |ADI. CONC. ESP., PLASTOL 7000, GRANEL   |L  |                0 |                0 |                0 |
|F047|1400005041        |ADI. CONC. ESP., PLASTOL 7000, GRANEL   |L  |                0 |                0 |                0 |
|F048|1400005041        |ADI. CONC. ESP., PLASTOL 7000, GRANEL   |L  |                0 |                0 |                0 |
|F049|1400005041        |ADI. CONC. ESP., PLASTOL 7000, GRANEL   |L  |                0 |                0 |                0 |
|F055|1400005041        |ADI. CONC. ESP., PLASTOL 7000, GRANEL   |L  |                0 |                0 |                0 |
|F058|1400005041        |ADI. CONC. ESP., PLASTOL 7000, GRANEL   |L  |                0 |                0 |                0 |
|F061|1400005041        |ADI. CONC. ESP., PLASTOL 7000, GRANEL   |L  |                0 |                0 |                0 |
|F066|1400005041        |ADI. CONC. ESP., PLASTOL 7000, GRANEL   |L  |                0 |                0 |                0 |
|F069|1400005041        |ADI. CONC. ESP., PLASTOL 7000, GRANEL   |L  |                0 |                0 |                0 |
|F075|1400005041        |ADI. CONC. ESP., PLASTOL 7000, GRANEL   |L  |                0 |                0 |                0 |
|F080|1400005041        |ADI. CONC. ESP., PLASTOL 7000, GRANEL   |L  |                0 |                0 |                0 |
|F086|1400005041        |ADI. CONC. ESP., PLASTOL 7000, GRANEL   |L  |                0 |                0 |                0 |
|FA04|1400005041        |ADI. CONC. ESP., PLASTOL 7000, GRANEL   |L  |                0 |                0 |                0 |
|FA05|1400005041        |ADI. CONC. ESP., PLASTOL 7000, GRANEL   |L  |                0 |                0 |                0 |
|FB25|1400005041        |ADI. CONC. ESP., PLASTOL 7000, GRANEL   |L  |                0 |                0 |                0 |
|FB40|1400005041        |ADI. CONC. ESP., PLASTOL 7000, GRANEL   |L  |                0 |                0 |                0 |
|FB63|1400005041        |ADI. CONC. ESP., PLASTOL 7000, GRANEL   |L  |                0 |                0 |                0 |
|F001|1400005501        |ADI. CONC. ESP.,EUCON WR 85,EUCLID,GRANE|L  |                0 |                0 |                0 |
|F003|1400005501        |ADI. CONC. ESP.,EUCON WR 85,EUCLID,GRANE|L  |                0 |                0 |                0 |
|F006|1400005501        |ADI. CONC. ESP.,EUCON WR 85,EUCLID,GRANE|L  |                0 |                0 |                0 |
|F007|1400005501        |ADI. CONC. ESP.,EUCON WR 85,EUCLID,GRANE|L  |                0 |                0 |                0 |
|F009|1400005501        |ADI. CONC. ESP.,EUCON WR 85,EUCLID,GRANE|L  |                0 |                0 |                0 |
|F011|1400005501        |ADI. CONC. ESP.,EUCON WR 85,EUCLID,GRANE|L  |                0 |                0 |                0 |
|F012|1400005501        |ADI. CONC. ESP.,EUCON WR 85,EUCLID,GRANE|L  |                0 |                0 |                0 |
|F014|1400005501        |ADI. CONC. ESP.,EUCON WR 85,EUCLID,GRANE|L  |            2.300 |                0 |                0 |
|F015|1400005501        |ADI. CONC. ESP.,EUCON WR 85,EUCLID,GRANE|L  |                0 |                0 |                0 |
|F020|1400005501        |ADI. CONC. ESP.,EUCON WR 85,EUCLID,GRANE|L  |                0 |                0 |                0 |
|F030|1400005501        |ADI. CONC. ESP.,EUCON WR 85,EUCLID,GRANE|L  |                0 |                0 |                0 |
|F031|1400005501        |ADI. CONC. ESP.,EUCON WR 85,EUCLID,GRANE|L  |                0 |                0 |                0 |
|F044|1400005501        |ADI. CONC. ESP.,EUCON WR 85,EUCLID,GRANE|L  |                0 |                0 |                0 |
|F046|1400005501        |ADI. CONC. ESP.,EUCON WR 85,EUCLID,GRANE|L  |                0 |                0 |                0 |
|F047|1400005501        |ADI. CONC. ESP.,EUCON WR 85,EUCLID,GRANE|L  |                0 |                0 |                0 |
|F049|1400005501        |ADI. CONC. ESP.,EUCON WR 85,EUCLID,GRANE|L  |                0 |                0 |                0 |
|F055|1400005501        |ADI. CONC. ESP.,EUCON WR 85,EUCLID,GRANE|L  |                0 |                0 |                0 |
|F058|1400005501        |ADI. CONC. ESP.,EUCON WR 85,EUCLID,GRANE|L  |                0 |                0 |                0 |
|F061|1400005501        |ADI. CONC. ESP.,EUCON WR 85,EUCLID,GRANE|L  |                0 |                0 |                0 |
|F066|1400005501        |ADI. CONC. ESP.,EUCON WR 85,EUCLID,GRANE|L  |                0 |                0 |                0 |
|F069|1400005501        |ADI. CONC. ESP.,EUCON WR 85,EUCLID,GRANE|L  |                0 |                0 |                0 |
|F075|1400005501        |ADI. CONC. ESP.,EUCON WR 85,EUCLID,GRANE|L  |                0 |                0 |                0 |
|F086|1400005501        |ADI. CONC. ESP.,EUCON WR 85,EUCLID,GRANE|L  |                0 |                0 |                0 |
|FA04|1400005501        |ADI. CONC. ESP.,EUCON WR 85,EUCLID,GRANE|L  |                0 |                0 |                0 |
|FA05|1400005501        |ADI. CONC. ESP.,EUCON WR 85,EUCLID,GRANE|L  |                0 |                0 |                0 |
|FB25|1400005501        |ADI. CONC. ESP.,EUCON WR 85,EUCLID,GRANE|L  |                0 |                0 |                0 |
|FB40|1400005501        |ADI. CONC. ESP.,EUCON WR 85,EUCLID,GRANE|L  |                0 |                0 |                0 |
|FB63|1400005501        |ADI. CONC. ESP.,EUCON WR 85,EUCLID,GRANE|L  |                0 |                0 |                0 |
|F031|1400008010        |ADDITIVE LINE,CONCRE,EUCLID,PLASTOL 7200|L  |                0 |                0 |                0 |
|F066|1400008010        |ADDITIVE LINE,CONCRE,EUCLID,PLASTOL 7200|L  |            0,968 |                0 |                0 |
|F031|1400008011        |ADDITIVE LINE,CONCRE,EUCLID,EUCON RETARD|L  |                0 |                0 |                0 |
-------------------------------------------------------------------------------------------------------------------------------
